"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"2870 S Hanford St","Medic Response","2022 May 31 12:04:00 PM","47.574853","-122.295888","POINT (-122.295888 47.574853)","F220062518"
"9800 4th Ave Ne","Medic Response","2022 May 31 11:17:00 AM","47.699867","-122.324248","POINT (-122.324248 47.699867)","F220062507"
"115 Belmont Ave E","Medic Response","2022 May 31 11:03:00 AM","47.618652","-122.324006","POINT (-122.324006 47.618652)","F220062504"
"6th Ave S / S Royal Brougham Way","Medic Response","2022 May 31 10:58:00 AM","47.592393","-122.325968","POINT (-122.325968 47.592393)","F220062500"
"1124 Columbia St","Medic Response","2022 May 31 10:57:00 AM","47.608025","-122.323562","POINT (-122.323562 47.608025)","F220062498"
"1421 Minor Ave","Medic Response","2022 May 31 10:10:00 AM","47.613146","-122.327096","POINT (-122.327096 47.613146)","F220062488"
"2001 W Garfield St","Medic Response","2022 May 31 10:10:00 AM","47.633255","-122.378853","POINT (-122.378853 47.633255)","F220062489"
"600 Broadway","Medic Response","2022 May 31 09:48:00 AM","47.607218","-122.320752","POINT (-122.320752 47.607218)","F220062483"
"2119 3rd Ave","Medic Response","2022 May 31 09:17:00 AM","47.613308","-122.342432","POINT (-122.342432 47.613308)","F220062467"
"11320 Sand Point Way Ne","Medic Response","2022 May 31 08:38:00 AM","47.710863","-122.281103","POINT (-122.281103 47.710863)","F220062455"
"West Marginal Way S / S Holden St","Medic Response","2022 May 31 07:31:00 AM","47.534148","-122.332133","POINT (-122.332133 47.534148)","F220062441"
"6533 Seaview Ave Nw","Medic Response","2022 May 31 07:25:00 AM","47.676019","-122.406368","POINT (-122.406368 47.676019)","F220062440"
"5137 S Leo St","Medic Response","2022 May 31 05:03:00 AM","47.502621","-122.269394","POINT (-122.269394 47.502621)","F220062410"
"2008 Westlake Ave","Medic Response","2022 May 31 05:02:00 AM","47.615007","-122.337781","POINT (-122.337781 47.615007)","F220062409"
"2806 Ne 127th St","Medic Response","2022 May 31 04:10:00 AM","47.721102","-122.297679","POINT (-122.297679 47.721102)","F220062399"
"8TH AVE S / S KING ST","Medic Response","2022 May 31 03:55:00 AM","47.598348","-122.322448","POINT (-122.322448 47.598348)","F220062396"
"Midvale Ave N / N Midvale Pl","Medic Response","2022 May 31 01:44:00 AM","47.661754","-122.343774","POINT (-122.343774 47.661754)","F220062382"
"8340 Wabash Ave S","Medic Response","2022 May 31 01:02:00 AM","47.52866","-122.268827","POINT (-122.268827 47.52866)","F220062375"
"751 N 135th St","Medic Response","2022 May 31 12:20:00 AM","47.726805","-122.347791","POINT (-122.347791 47.726805)","F220062366"
"500 S ROYAL BROUGHAM WAY","Medic Response","2022 May 31 12:07:00 AM","47.592394","-122.327395","POINT (-122.327395 47.592394)","F220062362"
"329 23rd Ave S","Medic Response","2022 May 30 11:58:00 PM","47.600013","-122.302235","POINT (-122.302235 47.600013)","F220062359"
"4115 Roosevelt Way Ne","Medic Response","2022 May 30 10:07:00 PM","47.656978","-122.317817","POINT (-122.317817 47.656978)","F220062323"
"7312 36th Ave Sw","Medic Response","2022 May 30 09:36:00 PM","47.537066","-122.378371","POINT (-122.378371 47.537066)","F220062312"
"507 Ne Northgate Way","Medic Response","2022 May 30 09:25:00 PM","47.708594","-122.323211","POINT (-122.323211 47.708594)","F220062306"
"1334 Terry Ave","Medic Response","2022 May 30 09:15:00 PM","47.611348","-122.328514","POINT (-122.328514 47.611348)","F220062303"
"6312 California Ave Sw","Medic Response","2022 May 30 08:57:00 PM","47.546604","-122.387196","POINT (-122.387196 47.546604)","F220062295"
"2611 S Dearborn St","Medic Response","2022 May 30 08:51:00 PM","47.595541","-122.298643","POINT (-122.298643 47.595541)","F220062293"
"1405 24TH AVE","Medic Response","2022 May 30 08:13:00 PM","47.612995","-122.301416","POINT (-122.301416 47.612995)","F220062283"
"9455 27th Ave Sw","Medic Response","2022 May 30 07:59:00 PM","47.518178","-122.367277","POINT (-122.367277 47.518178)","F220062279"
"1728 E Olive St","Medic Response","2022 May 30 07:55:00 PM","47.616442","-122.309778","POINT (-122.309778 47.616442)","F220062277"
"8007 Fremont Ave N","Medic Response","2022 May 30 05:46:00 PM","47.686983","-122.349905","POINT (-122.349905 47.686983)","F220062236"
"710 Cherry St","Medic Response","2022 May 30 03:52:00 PM","47.605387","-122.327511","POINT (-122.327511 47.605387)","F220062200"
"3231 6th Ave W","Medic Response","2022 May 30 03:37:00 PM","47.648964","-122.364843","POINT (-122.364843 47.648964)","F220062196"
"4700 38th Ave Sw","Medic Response","2022 May 30 03:20:00 PM","47.561082","-122.380063","POINT (-122.380063 47.561082)","F220062193"
"2119 3rd Ave","Medic Response","2022 May 30 03:01:00 PM","47.613308","-122.342432","POINT (-122.342432 47.613308)","F220062185"
"4012 S Bozeman St","Medic Response","2022 May 30 02:58:00 PM","47.532157","-122.281583","POINT (-122.281583 47.532157)","F220062183"
"1951 Clise Pl W","Medic Response","2022 May 30 02:40:00 PM","47.636528","-122.397901","POINT (-122.397901 47.636528)","F220062176"
"11030 5th Ave Ne","Medic Response","2022 May 30 02:04:00 PM","47.709488","-122.323301","POINT (-122.323301 47.709488)","F220062164"
"2001 W Garfield St","Medic Response","2022 May 30 01:48:00 PM","47.633255","-122.378853","POINT (-122.378853 47.633255)","F220062159"
"5217 S Alaska St","Medic Response","2022 May 30 01:07:00 PM","47.560601","-122.267945","POINT (-122.267945 47.560601)","F220062150"
"S Webster St / 40th Ave S","Medic Response","2022 May 30 12:27:00 PM","47.535389","-122.281894","POINT (-122.281894 47.535389)","F220062141"
"7102 28th Ave Sw","Medic Response","2022 May 30 11:51:00 AM","47.539168","-122.369317","POINT (-122.369317 47.539168)","F220062131"
"555 16th Ave","Medic Response","2022 May 30 10:13:00 AM","47.606687","-122.31155","POINT (-122.31155 47.606687)","F220062107"
"10736 Exeter Ave Ne","Medic Response","2022 May 30 09:44:00 AM","47.707772","-122.276939","POINT (-122.276939 47.707772)","F220062099"
"906 N 80th St","Medic Response","2022 May 30 07:04:00 AM","47.686941","-122.347134","POINT (-122.347134 47.686941)","F220062059"
"S Dearborn St / Rainier Ave S","Medic Response","2022 May 30 04:01:00 AM","47.595874","-122.31153","POINT (-122.31153 47.595874)","F220062019"
"4811 S Henderson St","Medic Response","2022 May 30 01:42:00 AM","47.52331","-122.272754","POINT (-122.272754 47.52331)","F220061984"
"20th Pl S / S Dearborn St","Medic Response","2022 May 30 12:19:00 AM","47.595918","-122.304832","POINT (-122.304832 47.595918)","F220061956"
"610 Harvard Ave E","Medic Response","2022 May 30 12:00:00 AM","47.624349","-122.321989","POINT (-122.321989 47.624349)","F220061950"
"5410 Ballard Ave Nw","Medic Response","2022 May 29 11:37:00 PM","47.667705","-122.384932","POINT (-122.384932 47.667705)","F220061941"
"3rd Ave S / S Main St","Medic Response","2022 May 29 11:10:00 PM","47.599991","-122.330342","POINT (-122.330342 47.599991)","F220061928"
"719 22nd Ave","Medic Response","2022 May 29 10:38:00 PM","47.608197","-122.303721","POINT (-122.303721 47.608197)","F220061918"
"424 QUEEN ANNE AVE N","Medic Response","2022 May 29 10:34:00 PM","47.622382","-122.356727","POINT (-122.356727 47.622382)","F220061916"
"14002 Linden Ave N","Medic Response","2022 May 29 09:13:00 PM","47.730569","-122.347758","POINT (-122.347758 47.730569)","F220061889"
"2109 E Crescent Dr","Medic Response","2022 May 29 09:08:00 PM","47.633202","-122.304619","POINT (-122.304619 47.633202)","F220061885"
"501 Rainier Ave S","Medic Response","2022 May 29 08:56:00 PM","47.598322","-122.3134","POINT (-122.3134 47.598322)","F220061879"
"101 N 104th St","Medic Response","2022 May 29 08:12:00 PM","47.704379","-122.358359","POINT (-122.358359 47.704379)","F220061860"
"Ne 42nd St / Ne Kitsap Ln","Medic Response","2022 May 29 07:17:00 PM","47.658301","-122.312071","POINT (-122.312071 47.658301)","F220061843"
"118 Ne 45th St","Medic Response","2022 May 29 05:26:00 PM","47.661359","-122.328075","POINT (-122.328075 47.661359)","F220061819"
"11322 Meridian Ave N","Medic Response","2022 May 29 05:13:00 PM","47.710669","-122.334028","POINT (-122.334028 47.710669)","F220061812"
"4831 35th Ave Sw","Medic Response","2022 May 29 04:37:00 PM","47.558988","-122.376234","POINT (-122.376234 47.558988)","F220061798"
"S Cloverdale St / 1st Ave S","Medic Response","2022 May 29 04:18:00 PM","47.526235","-122.334405","POINT (-122.334405 47.526235)","F220061790"
"9300 39th Ave S","Medic Response","2022 May 29 04:03:00 PM","47.519736","-122.283694","POINT (-122.283694 47.519736)","F220061786"
"1801 E Yesler Way","Medic Response","2022 May 29 03:48:00 PM","47.601678","-122.308946","POINT (-122.308946 47.601678)","F220061782"
"1422 19th Ave","Medic Response","2022 May 29 03:36:00 PM","47.613155","-122.307499","POINT (-122.307499 47.613155)","F220061775"
"2001 W Garfield St","Medic Response","2022 May 29 03:25:00 PM","47.633255","-122.378853","POINT (-122.378853 47.633255)","F220061771"
"747 N 135th St","Medic Response","2022 May 29 02:08:00 PM","47.726803","-122.347793","POINT (-122.347793 47.726803)","F220061751"
"12208 3rd Ave Nw","Medic Response","2022 May 29 02:02:00 PM","47.71786","-122.360936","POINT (-122.360936 47.71786)","F220061748"
"116 Stewart St","Medic Response","2022 May 29 02:00:00 PM","47.610387","-122.341198","POINT (-122.341198 47.610387)","F220061746"
"2838 Sw Nevada St","Medic Response","2022 May 29 01:38:00 PM","47.565442","-122.368625","POINT (-122.368625 47.565442)","F220061741"
"3rd Ave / James St","Medic Response","2022 May 29 01:32:00 PM","47.602769","-122.331409","POINT (-122.331409 47.602769)","F220061739"
"9039 Corliss Ave N","Medic Response","2022 May 29 12:46:00 PM","47.694191","-122.3311","POINT (-122.3311 47.694191)","F220061729"
"400 PINE ST","Medic Response","2022 May 29 12:35:00 PM","47.611207","-122.337592","POINT (-122.337592 47.611207)","F220061721"
"2024 3rd Ave","Medic Response","2022 May 29 10:33:00 AM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220061692"
"2365 S Brandon St","Medic Response","2022 May 29 10:15:00 AM","47.553762","-122.302275","POINT (-122.302275 47.553762)","F220061688"
"100 N 85th St","Medic Response","2022 May 29 10:10:00 AM","47.69061","-122.357982","POINT (-122.357982 47.69061)","F220061687"
"9290 Waters Ave S","Medic Response","2022 May 29 09:04:00 AM","47.518955","-122.261149","POINT (-122.261149 47.518955)","F220061667"
"103 Vine St","Medic Response","2022 May 29 06:47:00 AM","47.615269","-122.349656","POINT (-122.349656 47.615269)","F220061643"
"10200 1st Ave Ne","Medic Response","2022 May 29 04:43:00 AM","47.702577","-122.328518","POINT (-122.328518 47.702577)","F220061622"
"103 Vine St","Medic Response","2022 May 29 04:34:00 AM","47.615269","-122.349656","POINT (-122.349656 47.615269)","F220061618"
"4831 35th Ave Sw","Medic Response","2022 May 29 01:34:00 AM","47.558988","-122.376234","POINT (-122.376234 47.558988)","F220061598"
"423 11th Ave E","Medic Response","2022 May 28 11:45:00 PM","47.622228","-122.317819","POINT (-122.317819 47.622228)","F220061576"
"3rd Ave / University St","Medic Response","2022 May 28 11:40:00 PM","47.607763","-122.335976","POINT (-122.335976 47.607763)","F220061574"
"6420 California Ave Sw","Medic Response","2022 May 28 10:58:00 PM","47.545489","-122.387208","POINT (-122.387208 47.545489)","F220061561"
"9701 Myers Way S","Medic Response","2022 May 28 10:48:00 PM","47.515953","-122.331862","POINT (-122.331862 47.515953)","F220061557"
"3rd Ave S / S Main St","Medic Response","2022 May 28 10:11:00 PM","47.599991","-122.330342","POINT (-122.330342 47.599991)","F220061546"
"4580 Fauntleroy Way Sw","Medic Response","2022 May 28 09:43:00 PM","47.561627","-122.380926","POINT (-122.380926 47.561627)","F220061544"
"SB I5 CD TO DEARBORN","Medic Response","2022 May 28 08:32:00 PM","47.598717","-122.321656","POINT (-122.321656 47.598717)","F220061524"
"1431 Minor Ave","Medic Response","2022 May 28 08:19:00 PM","47.613247","-122.327187","POINT (-122.327187 47.613247)","F220061518"
"6208 54th Ave Ne","Medic Response","2022 May 28 06:48:00 PM","47.673607","-122.269352","POINT (-122.269352 47.673607)","F220061485"
"555 16th Ave","Medic Response","2022 May 28 06:17:00 PM","47.606687","-122.31155","POINT (-122.31155 47.606687)","F220061470"
"5350 Tallman Ave Nw","Medic Response","2022 May 28 06:17:00 PM","47.667608","-122.380472","POINT (-122.380472 47.667608)","F220061471"
"1000 Lakeside Ave S","Medic Response","2022 May 28 04:55:00 PM","47.593772","-122.287844","POINT (-122.287844 47.593772)","F220061434"
"5350 Tallman Ave Nw","Medic Response","2022 May 28 04:02:00 PM","47.667608","-122.380472","POINT (-122.380472 47.667608)","F220061416"
"123 2nd Ave N","Medic Response","2022 May 28 03:39:00 PM","47.618854","-122.352837","POINT (-122.352837 47.618854)","F220061406"
"801 9th Ave","Medic Response","2022 May 28 03:36:00 PM","47.606982","-122.326056","POINT (-122.326056 47.606982)","F220061402"
"NE 125TH ST / 30TH AVE NE","Medic Response","2022 May 28 03:12:00 PM","47.719285","-122.296314","POINT (-122.296314 47.719285)","B220061388"
"5968 Rainier Ave S","Medic Response","2022 May 28 01:55:00 PM","47.548785","-122.276963","POINT (-122.276963 47.548785)","F220061359"
"500 5th Ave","Medic Response","2022 May 28 01:39:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220061353"
"431 Boylston Ave E","Medic Response","2022 May 28 01:18:00 PM","47.622348","-122.32307","POINT (-122.32307 47.622348)","F220061346"
"100 Melrose Ave E","Medic Response","2022 May 28 01:03:00 PM","47.618497","-122.327854","POINT (-122.327854 47.618497)","F220061339"
"2301 Ne Blakeley St","Medic Response","2022 May 28 11:32:00 AM","47.665561","-122.302416","POINT (-122.302416 47.665561)","F220061307"
"3711 26th Pl W","Medic Response","2022 May 28 10:44:00 AM","47.653393","-122.390186","POINT (-122.390186 47.653393)","F220061288"
"555 16th Ave","Medic Response","2022 May 28 09:31:00 AM","47.606687","-122.31155","POINT (-122.31155 47.606687)","F220061263"
"S Dearborn St / 10th Ave S","Medic Response","2022 May 28 09:17:00 AM","47.595825","-122.319215","POINT (-122.319215 47.595825)","F220061261"
"2315 Ne 65th St","Medic Response","2022 May 28 09:05:00 AM","47.675775","-122.302579","POINT (-122.302579 47.675775)","F220061257"
"13000 Linden Ave N","Medic Response","2022 May 28 09:00:00 AM","47.723218","-122.348195","POINT (-122.348195 47.723218)","F220061254"
"12245 Aurora Ave N","Medic Response","2022 May 28 08:04:00 AM","47.718047","-122.344911","POINT (-122.344911 47.718047)","F220061230"
"7124 47th Ave Sw","Medic Response","2022 May 28 07:18:00 AM","47.538889","-122.393088","POINT (-122.393088 47.538889)","F220061215"
"7500 Seward Park Ave S","Medic Response","2022 May 28 07:10:00 AM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220061211"
"1363 32nd Ave S","Medic Response","2022 May 28 06:58:00 AM","47.59071","-122.291375","POINT (-122.291375 47.59071)","F220061207"
"10042 Beacon Ave S","Medic Response","2022 May 28 06:17:00 AM","47.510761","-122.272068","POINT (-122.272068 47.510761)","F220061199"
"6309 Ellis Ave S","Medic Response","2022 May 28 04:56:00 AM","47.54643","-122.31813","POINT (-122.31813 47.54643)","F220061172"
"1700 17th Ave","Medic Response","2022 May 28 02:46:00 AM","47.616443","-122.310151","POINT (-122.310151 47.616443)","F220061144"
"2939 S MOUNT BAKER BLVD","Medic Response","2022 May 28 02:44:00 AM","47.575875","-122.294855","POINT (-122.294855 47.575875)","F220061142"
"2621 2nd Ave","Medic Response","2022 May 28 02:28:00 AM","47.616027","-122.349014","POINT (-122.349014 47.616027)","F220061135"
"350 N 76th St","Medic Response","2022 May 28 02:00:00 AM","47.684019","-122.354569","POINT (-122.354569 47.684019)","F220061127"
"5116 Ravenna Ave Ne","Medic Response","2022 May 28 01:06:00 AM","47.665844","-122.303433","POINT (-122.303433 47.665844)","F220061114"
"7541 19th Ave Nw","Medic Response","2022 May 27 10:24:00 PM","47.683571","-122.381074","POINT (-122.381074 47.683571)","F220061080"
"3224 4th Ave S","Medic Response","2022 May 27 08:24:00 PM","47.575283","-122.329059","POINT (-122.329059 47.575283)","F220061052"
"1911 22nd Ave S","Medic Response","2022 May 27 07:45:00 PM","47.586234","-122.304237","POINT (-122.304237 47.586234)","F220061039"
"1710 S Jackson St","Medic Response","2022 May 27 07:17:00 PM","47.599233","-122.310139","POINT (-122.310139 47.599233)","F220061029"
"13334 31st Ave Ne","Medic Response","2022 May 27 05:43:00 PM","47.725175","-122.294598","POINT (-122.294598 47.725175)","F220061003"
"3119 Ne 120th St","Medic Response","2022 May 27 04:51:00 PM","47.715571","-122.295025","POINT (-122.295025 47.715571)","F220060980"
"2nd Ave / Marion St","Medic Response","2022 May 27 04:37:00 PM","47.604446","-122.334477","POINT (-122.334477 47.604446)","F220060971"
"6514 Dibble Ave Nw","Medic Response","2022 May 27 03:23:00 PM","47.676097","-122.367625","POINT (-122.367625 47.676097)","F220060933"
"2755 E Yesler Way","Medic Response","2022 May 27 03:01:00 PM","47.601656","-122.296687","POINT (-122.296687 47.601656)","F220060921"
"1811 Eastlake Ave","Medic Response","2022 May 27 02:56:00 PM","47.618002","-122.329182","POINT (-122.329182 47.618002)","F220060919"
"300 E Pike St","Medic Response","2022 May 27 02:26:00 PM","47.61393","-122.327805","POINT (-122.327805 47.61393)","F220060908"
"3900 Okanogan Ln Ne","Medic Response","2022 May 27 01:36:00 PM","47.654085","-122.310044","POINT (-122.310044 47.654085)","F220060895"
"5864 NE PARK POINT PL","Medic Response","2022 May 27 01:32:00 PM","47.675848","-122.264981","POINT (-122.264981 47.675848)","F220060888"
"140 4th Ave N","Medic Response","2022 May 27 01:32:00 PM","47.619041","-122.348899","POINT (-122.348899 47.619041)","F220060889"
"420 Boylston Ave E","Medic Response","2022 May 27 01:27:00 PM","47.62222","-122.323073","POINT (-122.323073 47.62222)","F220060886"
"1700 Airport Way S","Medic Response","2022 May 27 01:25:00 PM","47.588225","-122.321391","POINT (-122.321391 47.588225)","F220060885"
"533 3rd Ave W","Medic Response","2022 May 27 01:04:00 PM","47.623717","-122.360635","POINT (-122.360635 47.623717)","F220060880"
"6700 Roosevelt Way Ne","Medic Response","2022 May 27 12:25:00 PM","47.677283","-122.317383","POINT (-122.317383 47.677283)","F220060868"
"1830 9th Ave","Medic Response","2022 May 27 11:55:00 AM","47.615059","-122.333537","POINT (-122.333537 47.615059)","F220060857"
"3833 Walla Walla Rd Ne","Medic Response","2022 May 27 11:11:00 AM","47.651451","-122.300902","POINT (-122.300902 47.651451)","F220060844"
"469 Nw Bowdoin Pl","Medic Response","2022 May 27 10:54:00 AM","47.65518","-122.362171","POINT (-122.362171 47.65518)","F220060838"
"5915 Fauntleroy Way Sw","Medic Response","2022 May 27 10:51:00 AM","47.549861","-122.382916","POINT (-122.382916 47.549861)","F220060836"
"2113 S Massachusetts St","Medic Response","2022 May 27 10:42:00 AM","47.588406","-122.304984","POINT (-122.304984 47.588406)","F220060830"
"3021 Sw Bradford St","Medic Response","2022 May 27 10:17:00 AM","47.569237","-122.371429","POINT (-122.371429 47.569237)","F220060820"
"773 32nd Ave","Medic Response","2022 May 27 10:06:00 AM","47.608833","-122.291515","POINT (-122.291515 47.608833)","F220060815"
"808 Fir St","Medic Response","2022 May 27 09:47:00 AM","47.602699","-122.322029","POINT (-122.322029 47.602699)","F220060812"
"7101 38th Ave S","Medic Response","2022 May 27 09:44:00 AM","47.538872","-122.284744","POINT (-122.284744 47.538872)","F220060810"
"1521 Nw Market St","Medic Response","2022 May 27 09:11:00 AM","47.668671","-122.377312","POINT (-122.377312 47.668671)","F220060800"
"500 5th Ave","Medic Response","2022 May 27 08:06:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220060777"
"1039 6th Ave S","Medic Response","2022 May 27 07:39:00 AM","47.593751","-122.325968","POINT (-122.325968 47.593751)","F220060770"
"7500 Seward Park Ave S","Medic Response","2022 May 27 06:43:00 AM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220060753"
"610 2nd Ave N","Medic Response","2022 May 27 06:23:00 AM","47.624653","-122.352791","POINT (-122.352791 47.624653)","F220060747"
"221 M L King Jr Way E","Medic Response","2022 May 27 02:38:00 AM","47.620414","-122.296091","POINT (-122.296091 47.620414)","F220060709"
"1117 E Pike St","Medic Response","2022 May 27 01:49:00 AM","47.614096","-122.317915","POINT (-122.317915 47.614096)","F220060695"
"2402 2nd Ave","Medic Response","2022 May 27 12:32:00 AM","47.614815","-122.346964","POINT (-122.346964 47.614815)","F220060678"
"1501 E Thomas St","Medic Response","2022 May 26 09:33:00 PM","47.620503","-122.312698","POINT (-122.312698 47.620503)","F220060622"
"1229 Madison St","Medic Response","2022 May 26 09:29:00 PM","47.60994","-122.3237","POINT (-122.3237 47.60994)","F220060621"
"107 20th Ave","Medic Response","2022 May 26 09:23:00 PM","47.601794","-122.306352","POINT (-122.306352 47.601794)","F220060619"
"3936 S Kenyon St","Medic Response","2022 May 26 08:28:00 PM","47.531541","-122.282895","POINT (-122.282895 47.531541)","F220060601"
"325 9th Ave","Medic Response","2022 May 26 07:05:00 PM","47.603588","-122.322949","POINT (-122.322949 47.603588)","F220060576"
"424 Minor Ave N","Medic Response","2022 May 26 06:58:00 PM","47.622242","-122.332995","POINT (-122.332995 47.622242)","F220060572"
"1815 N 45th St","Medic Response","2022 May 26 06:40:00 PM","47.661386","-122.336107","POINT (-122.336107 47.661386)","F220060562"
"1959 Ne Pacific St","Medic Response","2022 May 26 06:27:00 PM","47.650694","-122.307916","POINT (-122.307916 47.650694)","F220060559"
"156 25th Ave","Medic Response","2022 May 26 05:57:00 PM","47.602752","-122.299965","POINT (-122.299965 47.602752)","F220060548"
"10460 Waters Ave S","Medic Response","2022 May 26 05:26:00 PM","47.50763","-122.24934","POINT (-122.24934 47.50763)","F220060534"
"607 3rd Ave","Medic Response","2022 May 26 05:17:00 PM","47.602813","-122.331449","POINT (-122.331449 47.602813)","F220060524"
"S JACKSON ST / 12TH AVE S","Medic Response","2022 May 26 03:57:00 PM","47.599187","-122.317225","POINT (-122.317225 47.599187)","F220060486"
"5940 East Marginal Way S","Medic Response","2022 May 26 03:35:00 PM","47.549359","-122.334881","POINT (-122.334881 47.549359)","F220060474"
"721 Pine St","Medic Response","2022 May 26 02:58:00 PM","47.612701","-122.334021","POINT (-122.334021 47.612701)","F220060457"
"2759 46th Ave Sw","Medic Response","2022 May 26 02:48:00 PM","47.578979","-122.390697","POINT (-122.390697 47.578979)","F220060453"
"1753 Nw 56th St","Medic Response","2022 May 26 02:47:00 PM","47.669446","-122.37945","POINT (-122.37945 47.669446)","F220060450"
"45th Ave S / S Cloverdale St","Medic Response","2022 May 26 02:37:00 PM","47.526119","-122.275843","POINT (-122.275843 47.526119)","F220060442"
"12739 39th Ave Ne","Medic Response","2022 May 26 02:30:00 PM","47.721191","-122.286332","POINT (-122.286332 47.721191)","F220060437"
"1021 Valley St","Medic Response","2022 May 26 01:59:00 PM","47.625789","-122.336861","POINT (-122.336861 47.625789)","F220060424"
"2701 3rd Ave W","Medic Response","2022 May 26 01:47:00 PM","47.644102","-122.360902","POINT (-122.360902 47.644102)","F220060415"
"12546 Aurora Ave N","Medic Response","2022 May 26 01:47:00 PM","47.719986","-122.344942","POINT (-122.344942 47.719986)","F220060416"
"9800 4th Ave Ne","Medic Response","2022 May 26 01:41:00 PM","47.699867","-122.324248","POINT (-122.324248 47.699867)","F220060412"
"5647 26TH AVE SW","Medic Response","2022 May 26 01:11:00 PM","47.551647","-122.365565","POINT (-122.365565 47.551647)","F220060400"
"1820 Minor Ave","Medic Response","2022 May 26 12:52:00 PM","47.616989","-122.330811","POINT (-122.330811 47.616989)","F220060386"
"1111 3rd Ave","Medic Response","2022 May 26 12:10:00 PM","47.60641","-122.334739","POINT (-122.334739 47.60641)","F220060369"
"710 Cherry St","Medic Response","2022 May 26 11:52:00 AM","47.605387","-122.327511","POINT (-122.327511 47.605387)","F220060361"
"501 Rainier Ave S","Medic Response","2022 May 26 11:41:00 AM","47.598322","-122.3134","POINT (-122.3134 47.598322)","F220060356"
"10339 11th Ave Nw","Medic Response","2022 May 26 11:15:00 AM","47.704334","-122.3704","POINT (-122.3704 47.704334)","F220060342"
"4502 Sw Wildwood Pl","Medic Response","2022 May 26 09:36:00 AM",,,,"F220060266"
"3204 Sw Morgan St","Medic Response","2022 May 26 09:34:00 AM",,,,"F220060265"
"2nd Ave / Bell St","Medic Response","2022 May 26 07:32:00 AM","47.61404","-122.345653","POINT (-122.345653 47.61404)","F220060167"
"3621 33rd Ave S","Medic Response","2022 May 26 06:33:00 AM","47.571408","-122.291001","POINT (-122.291001 47.571408)","F220060160"
"Aurora Ave N / N 83rd St","Medic Response","2022 May 26 06:31:00 AM","47.689113","-122.344514","POINT (-122.344514 47.689113)","F220060159"
"3720 Montlake Blvd Ne","Medic Response","2022 May 26 06:16:00 AM","47.649341","-122.304579","POINT (-122.304579 47.649341)","F220060153"
"5th Ave S / S Jackson St","Medic Response","2022 May 26 03:29:00 AM","47.599195","-122.327667","POINT (-122.327667 47.599195)","F220060134"
"500 5th Ave","Medic Response","2022 May 26 02:33:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220060124"
"11511 Fremont Ave N","Medic Response","2022 May 26 02:04:00 AM","47.712425","-122.350207","POINT (-122.350207 47.712425)","F220060118"
"8520 14th Ave S","Medic Response","2022 May 26 01:00:00 AM","47.527182","-122.314915","POINT (-122.314915 47.527182)","F220060105"
"10309 39th Ave Ne","Medic Response","2022 May 26 12:57:00 AM","47.703092","-122.286802","POINT (-122.286802 47.703092)","F220060104"
"4621 S Henderson St","Medic Response","2022 May 26 12:01:00 AM","47.52331","-122.274093","POINT (-122.274093 47.52331)","F220060095"
"9051 20th Ave Sw","Medic Response","2022 May 25 11:44:00 PM","47.521744","-122.359155","POINT (-122.359155 47.521744)","F220060090"
"1601 E Yesler Way","Medic Response","2022 May 25 11:15:00 PM","47.601683","-122.311556","POINT (-122.311556 47.601683)","F220060080"
"216 Nw 115th St","Medic Response","2022 May 25 08:36:00 PM","47.712358","-122.359547","POINT (-122.359547 47.712358)","F220060046"
"4530 50th Ave Sw","Medic Response","2022 May 25 07:28:00 PM","47.562719","-122.396218","POINT (-122.396218 47.562719)","F220060028"
"4700 Phinney Ave N","Medic Response","2022 May 25 06:00:00 PM","47.66288","-122.353974","POINT (-122.353974 47.66288)","F220060004"
"8301 36th Ave S","Medic Response","2022 May 25 05:34:00 PM","47.529655","-122.28661","POINT (-122.28661 47.529655)","F220059989"
"9200 2nd Ave Sw","Medic Response","2022 May 25 03:57:00 PM","47.521244","-122.336301","POINT (-122.336301 47.521244)","F220059949"
"2450 33rd Ave W","Medic Response","2022 May 25 03:13:00 PM","47.640034","-122.399621","POINT (-122.399621 47.640034)","F220059935"
"9257 51st Ave S","Medic Response","2022 May 25 02:15:00 PM","47.519635","-122.269968","POINT (-122.269968 47.519635)","F220059910"
"1012 Terry Ave","Medic Response","2022 May 25 02:14:00 PM","47.608953","-122.326323","POINT (-122.326323 47.608953)","F220059909"
"8832 30th Ave Sw","Medic Response","2022 May 25 01:59:00 PM","47.524373","-122.371263","POINT (-122.371263 47.524373)","F220059906"
"9527 Interlake Ave N","Medic Response","2022 May 25 01:51:00 PM","47.698033","-122.34081","POINT (-122.34081 47.698033)","F220059899"
"2642 21st Ave W","Medic Response","2022 May 25 01:19:00 PM","47.64331","-122.383319","POINT (-122.383319 47.64331)","F220059886"
"11000 Lake City Way Ne","Medic Response","2022 May 25 12:45:00 PM","47.708426","-122.301355","POINT (-122.301355 47.708426)","F220059873"
